"id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
1209,"hexamethonium bromide",0.00001,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",38,"Hexamethonium dibromide dihydrate [55-97-0]",NULL,"55-97-0",NULL
1210,"dicycloverine",0.0000116,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",48,"Dicyclomine hydrochloride [67-92-5]",NULL,"67-92-5","DB00804"
1211,"oxetacaine",0.0000086,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",58,"Oxethazaine [126-27-2]",NULL,"126-27-2",NULL
1212,"isoxsuprine",0.0000118,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",68,"Isoxsuprine hydrochloride [579-56-6]","C0022267","579-56-6","DB08941"
1213,"thioridazine",0.0000098,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",78,"Thioridazine hydrochloride [130-61-0]","C0039943","130-61-0","DB00679"
1214,"hydrochlorothiazide",0.0000134,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",9,"Hydrochlorothiazide [58-93-5]","MMS_52","58-93-5","DB00999"
1215,"captopril",0.0000172,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",19,"Captopril [62571-86-2]","MMS_18","62571-86-2","DB01197"
1216,"phenazone",0.0000212,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",29,"Antipyrine [60-80-0]",NULL,"60-80-0","DB01435"
1217,"diflunisal",0.000016,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",39,"Diflunisal [22494-42-4]","C0012228","22494-42-4","DB00861"
1218,"amylocaine",0.0000148,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",49,"Amyleine hydrochloride [532-59-2]","C0770968","532-59-2","DB09088"
1219,"pheniramine",0.0000112,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",59,"Pheniramine maleate [132-20-7]","C0606318","132-20-7","DB01620"
1220,"acebutolol",0.0000108,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",69,"Acebutolol hydrochloride [34381-68-5]","C0543447","34381-68-5","DB01193"
1221,"diphemanil metilsulfate",0.0000102,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",79,"Diphemanil methylsulfate [62-97-5]",NULL,"62-97-5","DB00729"
1222,"sulfaguanidine",0.0000186,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",10,"Sulfaguanidine [57-67-0]","C0038681","57-67-0",NULL
1223,"minoxidil",0.0000192,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",20,"Minoxidil [38304-91-5]","C0026196","38304-91-5","DB00350"
1224,"4-hydroxyphenazone",0.0000196,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",30,"Antipyrine, 4-hydroxy [1672-63-5]",NULL,"1672-63-5",NULL
1225,"niclosamide",0.0000122,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",40,"Niclosamide [50-65-7]","C0028017","50-65-7","DB06803"
1226,"lidocaine",0.0000148,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",50,"Lidocaone hydrochloride [73-78-9]","C0546869","73-78-9","DB00281"
1227,"tolazoline",0.0000204,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",60,"Tolazoline hydrochloride [59-97-2]","C0770500","59-97-2","DB00797"
1228,"tolnaftate",0.000013,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",70,"Tolnaftate [2398-96-1]","C0040379","2398-96-1","DB00525"
1229,"trimethobenzamide",0.0000094,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",80,"Trimethobenzamide hydrochloride [554-92-7]","C0145932","554-92-7","DB00662"
1230,"metronidazole",0.0000234,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",81,"Metronidazole [443-48-1]","C0353490","443-48-1","DB00916"
1231,"khellin",0.0000154,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",91,"Khellin [82-02-0]","C0022643","82-02-0",NULL
1232,"apomorphine",0.0000064,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",101,"Apomorphine hydrochloride hemihydrate [41372-20-7]","C0237406","41372-20-7","DB00714"
1233,"naloxone",0.000011,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",111,"Naloxone hydrochloride [357-08-4]","C0700549","357-08-4","DB01183"
1234,"bromocriptine",0.0000054,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",121,"Bromocryptine mesylate [22260-51-1]","C0546852","22260-51-1","DB01200"
1235,"glipizide",0.000009,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",131,"Glipizide [29094-61-9]","C0017642","29094-61-9","DB01067"
1236,"verapamil",0.0000082,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",141,"Verapamyl hydrochloride [152-11-4]","C0042523","152-11-4","DB00661"
1237,"erythromycin",0.0000054,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",151,"Erythromycin [114-07-8]","C0059561","114-07-8","DB00199"
1238,"cotinine",0.0000226,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",82,"Cotinine (-) [486-56-6]",NULL,"486-56-6",NULL
1239,"zimeldine",0.0000098,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",92,"Zimelidine dihydrochloride monohydrate [61129-30-4]",NULL,"61129-30-4","DB04832"
1240,"amoxapine",0.0000128,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",102,"Amoxapine [14028-44-5]","C0002644","14028-44-5","DB00543"
1241,"metolazone",0.000011,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",112,"Metolazone [17560-51-9]","C0025854","17560-51-9","DB00524"
1242,"metanephrine",0.0000172,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",122,"Metanephrine hydrochloride DL [881-95-8]",NULL,"881-95-8",NULL
1243,"loxapine",0.000009,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",132,"Loxapine succinate [27833-64-3]","C0304390","27833-64-3","DB00408"
1244,"dipyridamole",0.000008,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",142,"Dipyridamole [58-32-2]","C0012582","58-32-2","DB00975"
1245,"oleandomycin",0.000005,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",152,"Oleandomycin phosphate [7060-74-4]","C0028923","7060-74-4",NULL
1246,"edrophonium chloride",0.0000198,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",83,"Edrophonium chloride [116-38-1]","C0013617","116-38-1",NULL
1247,"azacyclonol",0.000015,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",93,"Azacyclonol [115-46-8]",NULL,"115-46-8",NULL
1248,"cyproheptadine",0.0000124,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",103,"Cyproheptadine hydrochloride [969-33-5]","C0771807","969-33-5","DB00434"
1249,"ciprofloxacin",0.0000108,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",113,"Ciprofloxacin hydrochloride [93107-08-5]","C0282104","93107-08-5","DB00537"
1250,"dehydrocholic acid",0.0000096,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",123,"Dehydrocholic acid [81-23-2]","C0011182","81-23-2",NULL
1251,"hydroxyzine",0.000009,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",133,"Hydroxyzine dihydrochloride [2192-20-3]","C0020404","2192-20-3","DB00557"
1252,"chlorhexidine",0.000008,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",143,"Chlorhexidine [55-56-1]","C0008196","55-56-1","DB00878"
1253,"midecamycin",0.000005,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",153,"Midecamycin [35457-80-8]","C0771451","35457-80-8",NULL
1254,"moroxydine",0.0000192,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",84,"Moroxidine hydrochloride [3160-91-6]","C0066805","3160-91-6",NULL
1255,"azathioprine",0.0000144,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",94,"Azathioprine [446-86-6]","C0887732","446-86-6","DB00993"
1256,"famotidine",0.0000118,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",104,"Famotidine [76824-35-6]","C0015620","76824-35-6","DB00927"
1257,"ampicillin",0.00001,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",114,"Ampicillin trihydrate [7177-48-2]","MMS_121","7177-48-2","DB00415"
1258,"hesperetin",0.0000132,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",124,"Hesperetin [520-33-2]","APRD00117","520-33-2","DB01094"
1259,"diltiazem",0.0000088,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",134,"Diltiazem hydrochloride [33286-22-5]","C0700579","33286-22-5","DB00343"
1260,"loperamide",0.0000078,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",144,"Loperamide hydrochloride [34552-83-5]","C0023992","34552-83-5","DB00836"
1261,"josamycin",0.0000048,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",154,"Josamycin [16846-24-5]","C0064165","16846-24-5","DB01321"
1262,"trichostatin A",0.0000001,6,"HL60","HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
1263,"baclofen",0.0000188,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",85,"Baclofen (R,S) [1134-47-0]","C0004609","1134-47-0","DB00181"
1264,"lynestrenol",0.000014,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",95,"Lynestrenol [52-76-6]","C0024321","52-76-6",NULL
1265,"danazol",0.0000118,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",105,"Danazol [17230-88-5]","C0010961","17230-88-5","DB01406"
1266,"haloperidol",0.0000106,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",115,"Haloperidol [52-86-8]","C0720809","52-86-8","DB00502"
1267,"perphenazine",0.00001,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",125,"Perphenazine [58-39-9]","MMS_508","58-39-9","DB00850"
1268,"methotrexate",0.0000088,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",135,"Methotrexate [59-05-2]","C0025677","59-05-2","DB00563"
1269,"chlortetracycline",0.0000078,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",145,"Chlortetracycline hydrochloride [64-72-2]","C0085855","64-72-2","DB09093"
1270,"paclitaxel",0.0000046,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",155,"Paclitaxel [33069-62-4]","C0144576","33069-62-4","DB01229"
1271,"aciclovir",0.0000178,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",86,"Acyclovir [59277-89-3]",NULL,"59277-89-3","DB00787"
1272,"guanabenz",0.0000138,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",96,"Guanabenz acetate [23256-50-0]","C0733381","23256-50-0","DB00629"
1273,"lisuride",0.0000118,6,"HL60","HG-U133A","DMSO","Prestwick Chemical",106,"Lisuride (S)(-) [18016-80-3]","C0023863","18016-80-3","DB00589"
1274,"naltrexone",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",116,"Naltrexone hydrochloride dihydrate [16676-29-2]","C0355800","16676-29-2","DB00704"
1275,"mefloquine",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",126,"Mefloquine hydrochloride [51773-92-3]","C0282398","51773-92-3","DB00358"
1276,"astemizole",0.0000088,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",136,"Astemizole [68844-77-9]","C0085170","68844-77-9","DB00637"
1277,"tamoxifen",0.000007,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",146,"Tamoxifen citrate [54965-24-1]","C0039286","54965-24-1","DB00675"
1278,"ivermectin",0.0000046,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",156,"Ivermectin [70288-86-7]","C0022322","70288-86-7","DB00602"
1279,"diazoxide",0.0000174,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",87,"Diazoxide [364-98-7]","C0012022","364-98-7","DB01119"
1280,"disulfiram",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",97,"Disulfiram [97-77-8]","C0012772","97-77-8","DB00822"
1281,"atropine oxide",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",107,"Atropine-N-oxide hydrochloride [4574-60-1]",NULL,"4574-60-1",NULL
1282,"chlorphenamine",0.0000102,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",117,"Chlorpheniramine maleate [113-92-8]",NULL,"113-92-8","DB01114"
1283,"isoconazole",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",127,"Isoconazole [27523-40-6]","C0700489","27523-40-6","DB08943"
1284,"clindamycin",0.0000086,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",137,"Clindamycin hydrochloride [21462-39-5]","C0282105","21462-39-5","DB01190"
1285,"nicergoline",0.0000082,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",147,"Nicergoline","C0028008",NULL,"DB00699"
1286,"gallamine triethiodide",0.0000044,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",157,"Gallamine triethiodide [65-29-2]","C0016972","65-29-2","DB00483"
1287,"aminophenazone",0.0000172,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",88,"Amidopyrine [58-15-1]",NULL,"58-15-1","DB01424"
1288,"acetylsalicylsalicylic acid",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",98,"Acetylsalicylsalicylic acid [530-75-6]",NULL,"530-75-6",NULL
1289,"nomifensine",0.0000112,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",108,"Nomifensine maleate [32795-47-4]","C0028277","32795-47-4","DB04821"
1290,"nalbuphine",0.0000102,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",118,"Nalbuphine hydrochloride [23277-43-2]","C0600099","23277-43-2","DB00844"
1291,"spironolactone",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",128,"Spironolactone [52-01-7]","C0037982","52-01-7","DB00421"
1292,"canrenoic acid",0.00001,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",148,"Canrenoic acid potassium salt [2181-04-6]","C0282085","2181-04-6","DB09015"
1293,"neomycin",0.0000042,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",158,"Neomycin sulfate [1405-10-3]","C0770899","1405-10-3","DB00994"
1294,"ursolic acid",0.0000088,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",89,"Ursolic acid [77-52-1]",NULL,"77-52-1",NULL
1295,"mianserin",0.0000132,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",99,"Mianserine hydrochloride [21535-47-7]","C0700456","21535-47-7","DB06148"
1296,"dizocilpine",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",109,"Dizocilpine maleate [77086-22-7]",NULL,"77086-22-7",NULL
1297,"picotamide",0.0000102,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",119,"Picotamide monohydrate [80530-63-8]","MMS_465","80530-63-8",NULL
1298,"pirenzepine",0.0000094,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",129,"Pirenzepine dihydrochloride [29868-97-1]","C0770946","29868-97-1","DB00670"
1299,"cefotaxime",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",139,"Cefotaxime sodium salt [64485-93-4]","EXPT00885","64485-93-4","DB00493"
1300,"thioproperazine",0.0000062,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",149,"Thioproperazine dimesylate [2347-80-0]","C0039936","2347-80-0","DB01622"
1301,"dihydrostreptomycin",0.0000028,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",159,"Dihydrostreptomycin sulfate [5490-27-7]",NULL,"5490-27-7",NULL
1302,"pindolol",0.0000162,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",90,"Pindolol [13523-86-9]","C0031937","13523-86-9","DB00960"
1303,"nocodazole",0.0000132,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",100,"Nocodazole [31430-18-9]",NULL,"31430-18-9","DB08313"
1304,"acenocoumarol",0.0000114,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",110,"Acenocoumarol [152-72-7]","C0000956","152-72-7","DB01418"
1305,"triamcinolone",0.0000102,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",120,"Triamcinolone [124-94-7]","C0040864","124-94-7","DB00620"
1306,"dexamethasone",0.0000092,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",130,"Dexamethasone acetate [1177-87-3]","C1372970","1177-87-3","DB01234"
1307,"tetracycline",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",140,"Tetracycline hydrochloride [64-75-5]","C0546879","64-75-5","DB00759"
1308,"dihydroergotamine",0.000003,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",150,"Dihydroergotamine tartrate [5989-77-5]","MMS_646","5989-77-5","DB00320"
1309,"gentamicin",0.0000026,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",160,"Gentamicine sulfate [1405-41-0]","C0546866","1405-41-0","DB00798"
1310,"isoniazid",0.0000292,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",161,"Isoniazid [54-85-3]","C0022209","54-85-3","DB00951"
1311,"trichostatin A",0.0000001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
1312,"tranexamic acid",0.0000254,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",171,"Tranexamic acid [1197-18-8]","C0040613","1197-18-8","DB00302"
1313,"ampyrone",0.0000196,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",181,"Ampyrone [83-07-8]",NULL,"83-07-8",NULL
1314,"midodrine",0.0000138,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",191,"Midodrine hydrochloride [3092-17-9]","C0026078","3092-17-9","DB00211"
1315,"ranitidine",0.0000114,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",201,"Ranitidine hydrochloride [66357-59-3]","C0139919","66357-59-3","DB00863"
1316,"piroxicam",0.000012,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",211,"Piroxicam [36322-90-4]","C0071149","36322-90-4","DB00554"
1317,"norfloxacin",0.0000126,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",221,"Norfloxacin [70458-96-7]","C0028365","70458-96-7","DB01059"
1318,"etodolac",0.000014,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",231,"Etodolac [41340-25-4]","C0059865","41340-25-4","DB00749"
1319,"pentetrazol",0.000029,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",162,"Pentylenetetrazole [54-95-5]",NULL,"54-95-5",NULL
1320,"etofylline",0.0000178,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",172,"Etofylline [519-37-9]","C0059871","519-37-9",NULL
1321,"levamisole",0.0000166,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",182,"Levamisole hydrochloride [16595-80-5]","C0733383","16595-80-5","DB00848"
1322,"thalidomide",0.0000154,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",192,"Thalidomide [50-35-1]","C0039736","50-35-1","DB01041"
1323,"tiratricol",0.0000064,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",202,"Tiratricol, 3,3',5-triiodothyroacetic acid [51-24-1]","C0046882","51-24-1",NULL
1324,"pyrantel",0.0000112,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",212,"Pyrantel tartrate [33401-94-4]","C0034235","33401-94-4",NULL
1325,"antimycin A",0.0000072,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",222,"Antimycin A [1397-94-0]",NULL,"1397-94-0",NULL
1326,"scopolamine N-oxide",0.00001,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",232,"Scopolamin-N-oxide hydrobromide [6106-81-6]",NULL,"6106-81-6",NULL
1327,"chlorzoxazone",0.0000236,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",163,"Chlorzoxazone [95-25-0]","C0008296","95-25-0","DB00356"
1328,"tranylcypromine",0.0000236,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",173,"Tranylcypromine hydrochloride [1986-47-6]","C0040778","1986-47-6","DB00752"
1329,"pargyline",0.0000204,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",183,"Pargyline hydrochloride [306-07-0]","C0282289","306-07-0","DB01626"
1330,"oxolinic acid",0.0000154,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",193,"Oxolinic acid [14698-29-4]","C0030031","14698-29-4",NULL
1331,"flufenamic acid",0.0000142,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",203,"Flufenamic acid [530-78-9]","C0016282","530-78-9","DB02266"
1332,"trichostatin A",0.0000001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
1333,"fenspiride",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",213,"Fenspiride hydrochloride [5053-08-7]","C0015843","5053-08-7","DB08979"
1334,"xylometazoline",0.0000142,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",223,"Xylometazoline hydrochloride [1218-35-5]","C0078643","1218-35-5","DB06694"
1335,"hyoscyamine",0.0000138,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",233,"Hyoscyamine (L) [101-31-5]","C0004261","101-31-5","DB00424"
1336,"ornidazole",0.0000182,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",164,"Ornidazole [16773-42-5]","C0029274","16773-42-5",NULL
1337,"alverine",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",174,"Alverine citrate salt [5560-59-8]","C0243365","5560-59-8","DB01616"
1338,"methocarbamol",0.0000166,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",184,"Methocarbamol [532-03-6]","C0025659","532-03-6","DB00423"
1339,"nimesulide",0.000013,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",194,"Nimesulide [51803-78-2]","C0132515","51803-78-2","DB04743"
1340,"gemfibrozil",0.000016,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",214,"Gemfibrozil [25812-30-0]","C0017245","25812-30-0","DB01241"
1341,"oxymetazoline",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",224,"Oxymetazoline hydrochloride [2315-02-8]","C0030071","2315-02-8","DB00935"
1342,"chlorphenesin",0.0000162,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",234,"Chlorphensin carbamate [886-74-8]","C0008280","886-74-8","DB00856"
1343,"ethosuximide",0.0000284,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",165,"Ethosuximide [77-67-8]","C0015043","77-67-8","DB00593"
1344,"aceclofenac",0.0000112,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",175,"Aceclofenac [89796-99-6]","C0050403","89796-99-6",NULL
1345,"aztreonam",0.0000092,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",185,"Aztreonam [78110-38-0]","C0004521","78110-38-0","DB00355"
1346,"hydrastinine",0.0000164,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",195,"Hydrastinine hydrochloride [4884-68-8]",NULL,"4884-68-8",NULL
1347,"tolfenamic acid",0.0000152,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",205,"Tolfenamic acid [13710-19-5]","C0076799","13710-19-5","DB09216"
1348,"mefexamide",0.0000126,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",215,"Mefexamide hydrochloride [3413-64-7]",NULL,"3413-64-7",NULL
1349,"nifenazone",0.000013,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",225,"Nifenazone [2139-47-1]",NULL,"2139-47-1",NULL
1350,"metampicillin",0.0000104,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",235,"Metampicillin sodium salt [6489-61-8]",NULL,"6489-61-8",NULL
1351,"mafenide",0.000018,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",166,"Mafenide hydrochloride [138-37-4]","C0024452","138-37-4","DB06795"
1352,"iproniazid",0.0000144,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",176,"Iproniazide phosphate [305-33-9]","C0022059","305-33-9","DB04818"
1353,"cloxacillin",0.0000088,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",186,"Cloxacillin sodium salt [642-78-4]","C0037496","642-78-4","DB01147"
1354,"pentoxifylline",0.0000144,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",196,"Pentoxifylline [6493-05-6]","C0030899","6493-05-6","DB00806"
1355,"meclofenamic acid",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",206,"Meclofenamic acid sodium salt monohydrate [6385-02-0]","C0025042","6385-02-0","DB00939"
1356,"retrorsine",0.0000114,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",637,"Retrorsine [480-54-6]",NULL,"480-54-6",NULL
1357,"rescinnamine",0.0000064,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",568,"Rescinnamin [24815-24-5]","C0035167","24815-24-5","DB01180"
1358,"galantamine",0.0000108,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",588,"Galanthamine hydrobromide [1953-04-4]","C0949312","1953-04-4","DB00674"
1359,"xylazine",0.0000182,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",598,"Xylazine [7361-61-7]",NULL,"7361-61-7",NULL
1360,"cinchonine",0.0000136,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",608,"Cinchonine [118-10-5]",NULL,"118-10-5",NULL
1361,"sparteine",0.000017,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",618,"Sparteine (-) [90-39-1]",NULL,"90-39-1","DB06727"
1362,"conessine",0.0000112,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",638,"Conessine [546-06-5]",NULL,"546-06-5",NULL
1363,"co-dergocrine mesilate",0.0000064,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",569,"Dihydroergotoxine mesylate [8067-24-1]",NULL,"8067-24-1","DB01049"
1364,"trichostatin A",0.0000001,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
1365,"palmatine",0.0000104,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",579,"Palmatine chloride [3486-67-7]",NULL,"3486-67-7",NULL
1366,"bicuculline",0.0000108,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",589,"Bicuculline (+) [485-49-4]",NULL,"485-49-4","DB11562"
1367,"seneciphylline",0.000012,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",599,"Seneciphylline [480-81-9]",NULL,"480-81-9",NULL
1368,"canavanine",0.0000136,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",609,"Canavanine sulfate monohydrate (L,+) [206996-57-8]",NULL,"206996-57-8",NULL
1369,"diflorasone",0.000008,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",619,"Diflorasone Diacetate [33564-31-7]","C0304612","33564-31-7","DB00223"
1370,"gramine",0.000023,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",629,"Gramine [87-52-5]",NULL,"87-52-5",NULL
1371,"protoveratrine A",0.000005,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical",639,"Protoveratrine A [143-57-7]",NULL,"143-57-7",NULL
